lon,lat,name,address,pname,cityname,adname,business_area,type,typecode,id,type1,type2,type3,type4
113.54608040574402,22.19048668586914,阿一鲍鱼(金华阁店),大堂区广州街63号财神酒店7层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;火锅店,050117,B0HKDU1APD,餐饮服务,中餐厅,火锅店,
113.5570143931206,22.18626473902282,麦当劳(澳门科学馆店),孙逸仙大马路澳门科学馆,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;快餐厅,050300,B0FFHWQOCO,餐饮服务,快餐厅,快餐厅,
113.5494036919849,22.186263596448473,麦当劳(利景阁海景花园店),城市日大马路26-36号地下及1楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;麦当劳,050302,B073D0M39U,餐饮服务,快餐厅,麦当劳,
113.54613457130732,22.18999061538467,东湖海鲜火锅酒家(新口岸店),新口岸澳门友谊大马路金华阁57号-67号B和1字楼CB商场,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFKC4G7I,餐饮服务,餐饮相关场所,餐饮相关,
113.5457114190968,22.191595344471175,聚龙酒家(富豪花园店),罗理基博士大马路103-107号富豪花园1层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;海鲜酒楼,050119,B073D00B8X,餐饮服务,中餐厅,海鲜酒楼,
113.54717873876531,22.196219908735618,花道葡萄牙餐厅(皇都酒店),东望洋得胜马路2-4号皇都酒店M楼,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFF5PJZE,餐饮服务,外国餐厅,外国餐厅,
113.54760373270986,22.19680794632943,西湾安记(得胜分店),得胜马路14A号泉碧楼地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;快餐厅;快餐厅,050300,B0FFHLONT7,餐饮服务,快餐厅,快餐厅,
113.54564708555378,22.194324191463263,金越越南牛肉粉(东望洋店),东望洋新街206号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0IA9RTSYD,餐饮服务,餐饮相关场所,餐饮相关,
113.54608814342265,22.194920288879352,华泰食馆,岗陵街与东望洋新街交叉口北20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFFXEIV8,餐饮服务,外国餐厅,外国餐厅,
113.54646950101564,22.188365695301595,咖啡苑,宋玉生广场(皇朝)澳门外港填海区仙德丽街永利澳门酒店地面层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B073D0M5WG,餐饮服务,咖啡厅,咖啡厅,
113.54543579565734,22.190582424374625,北海道日本料理,澳门半岛殷丰素皇前地117-137号B1-3层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;日本料理,050202,B0FFGEREIB,餐饮服务,外国餐厅,日本料理,
113.54571826865818,22.194233302348476,Palette Dessert Gallery(永诚大厦店),东望洋新街与腊八街交叉口东北20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFJ212NB,餐饮服务,餐饮相关场所,餐饮相关,
113.54788106167494,22.18641175132389,盛事,澳门美高梅1楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFF501KM,餐饮服务,外国餐厅,外国餐厅,
113.54515810207356,22.19054784901349,好彩海鲜火锅饭店,贾罗布大马路102号全幢,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;火锅店,050117,B073D00K7S,餐饮服务,中餐厅,火锅店,
113.54604144851551,22.188292816085454,永利轩,外港填海区仙德丽街永利澳门酒店地面层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D0M4RX,餐饮服务,中餐厅,中餐厅,
113.5453443206461,22.194458627835377,和阳小日(永光大厦店),高冠街21号A永光大厦地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFIYD3M0,餐饮服务,外国餐厅,外国餐厅,
113.54604144889745,22.188286813913997,红8粥面,外港填海区仙德丽街永利澳门酒店地面层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B073D0M37N,餐饮服务,餐饮相关场所,餐饮相关,
113.5451069674852,22.19064477994214,永胜美食,新口岸贾罗布大马路120号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00DRO,餐饮服务,中餐厅,中餐厅,
113.5454765970001,22.195317201219403,金利食店,岗陵街与马大臣街交叉口东20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0I1FOX13T,餐饮服务,中餐厅,中餐厅,
113.54675764689043,22.19721643406886,渔兵卫(塔石店),东望洋东望洋街23-25B号地铺,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFHCTNDE,餐饮服务,餐饮相关场所,餐饮相关,
113.54549261816197,22.195614339263898,永安咖啡室,马大臣街4号联丰大厦地下及阁仔B座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B073D00FSF,餐饮服务,咖啡厅,咖啡厅,
113.54515182058181,22.194732334831848,富仕葡式美食,罗宪新街16号地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFHUEY87,餐饮服务,外国餐厅,外国餐厅,
113.5455998946501,22.19547750710587,厨屋餐厅,亚美打利庇卢大马路11-13号地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0HGJGH1H5,餐饮服务,外国餐厅,外国餐厅,
113.54683182418353,22.197285604884105,曼谷餐厅(富丽安大厦店),东望洋街31号地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;泰国/越南菜品餐厅,050206,B073D00EBS,餐饮服务,外国餐厅,泰国/越南菜品餐厅,
113.54522801273717,22.194717484283593,新恒心面食,肥利喇亚美打大马路19号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFF6VI6N,餐饮服务,中餐厅,中餐厅,
113.54491250869751,22.190164210702616,四五六上海酒菜馆,葡京路2-4号葡京酒店新翼阁楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;上海菜,050107,B073D00BG5,餐饮服务,中餐厅,上海菜,
113.54649501849553,22.19695582206617,美好年代(澳门店),东望洋街17B-17C号永康大厦地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;甜品店;甜品店,050900,B0I1BKJLCI,餐饮服务,甜品店,甜品店,
113.5451788389825,22.195510666777224,Blooom Coffee,马大臣街与岗陵街交叉口西北20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFF5OZXE,餐饮服务,中餐厅,中餐厅,
113.54432091541793,22.191677541300944,澳门陆军俱乐部餐厅,新口岸南湾大马路975号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFHCPVT3,餐饮服务,外国餐厅,外国餐厅,
113.54603690930317,22.19660878650341,生记海鲜饭店,亚卑寮奴你士街6-B,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;海鲜酒楼,050119,B073D00BF5,餐饮服务,中餐厅,海鲜酒楼,
113.54447441857931,22.189891214777763,乐宫饼店,葡京路2-4号葡京酒店地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B073D0M67C,餐饮服务,餐饮相关场所,餐饮相关,
113.54716134867371,22.18594318045737,食·八方.北厨,澳门美高梅娱乐场外,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFF2WKSP,餐饮服务,中餐厅,中餐厅,
113.54537628561063,22.196270337049604,礼记雪糕澳门怀旧冰室(远景大厦店),望德堂区荷兰园大马路12号地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D0ME2L,餐饮服务,中餐厅,中餐厅,
113.5450705671405,22.195508445838403,公仔记干炒牛河,柯高街,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFF6TDQ0,餐饮服务,咖啡厅,咖啡厅,
113.54625136831056,22.197735613703802,dinoburger(塔石店),富安大厦地铺1-C,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0IAY5UZMF,餐饮服务,餐饮相关场所,餐饮相关,
113.54425986489039,22.190028822320166,老葡京酒店不夜天CAFE,南湾葡京路2-4号葡京酒店西座大堂,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFF324NA,餐饮服务,中餐厅,中餐厅,
113.54464852191805,22.195207476615955,皇冠小馆(永添大厦店),水坑尾街308-310号A地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00KD0,餐饮服务,中餐厅,中餐厅,
113.54432203834611,22.189786863360073,葡京日丽(澳门葡京酒店),南湾葡京路2-4号葡京酒店东翼2楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFG1BQ5U,餐饮服务,餐饮相关场所,餐饮相关,
113.54442831172096,22.18973206252918,葡国餐厅(澳门葡京酒店),友谊大马路大堂区,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0H33BNQ5K,餐饮服务,外国餐厅,外国餐厅,
113.54443700441972,22.194917939058087,坤记餐室,新马路水坑尾街264号地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;葡国菜,050213,B073D00GNY,餐饮服务,外国餐厅,葡国菜,
113.54863502680668,22.199635928896765,三宝冰室,罗利老马路-6号文德大厦,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFHD33ZP,餐饮服务,中餐厅,中餐厅,
113.54443900492063,22.19498996882463,胡椒厨房(水坑尾街店),水坑尾街280号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFIZK9FA,餐饮服务,中餐厅,中餐厅,
113.54964337165659,22.20016701661143,叠记咖喱面食(士多鸟拜斯大马路),士多鸟拜斯大马路25号Edificio Pak Hai,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00H83,餐饮服务,中餐厅,中餐厅,
113.54365725854366,22.191079950362305,天巢法国餐厅,南湾葡京路2-4号新葡京酒店43层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B073D0MMIE,餐饮服务,餐饮相关场所,餐饮相关,
113.54365725854366,22.191079950362305,天巢法国餐厅,南湾葡京路2-4号新葡京酒店43层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B073D0MMIE,餐饮服务,餐饮相关场所,餐饮相关,
113.54369539155786,22.190525830525623,8餐厅,葡京路2-4号新葡京酒店2楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFF62I0X,餐饮服务,中餐厅,中餐厅,
113.55080901518194,22.20105147634908,百乐门粉面店(二龙喉店),士多鸟拜斯大马路43CB号江昌大厦地下F铺(即二龙喉公园巴士站正对面),澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0J14UU6Y3,餐饮服务,餐饮相关场所,餐饮相关,
113.54347784038603,22.19040633326723,日夜咖啡室,葡京路2-4号新葡京酒店2楼上层南湾,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B073D0M5X2,餐饮服务,外国餐厅,外国餐厅,
113.54350969002785,22.194062710632416,麦当劳(水坑尾分店),水坑尾1-2层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;麦当劳,050302,B0FFIBSRRM,餐饮服务,快餐厅,麦当劳,
113.54428958651387,22.195601878670104,八分目,水坑尾水坑尾巷12A号启华大厦地下A号铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中式素菜馆,050120,B0FFI7FH1B,餐饮服务,中餐厅,中式素菜馆,
113.5435938957902,22.194229946224212,马里奥饼店(素雅利神父巷店),水坑尾街01-m03(澳门素鸦利神父巷1-5号东庆新村地下),澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B0FFG83XCG,餐饮服务,糕饼店,糕饼店,
113.54343349840943,22.193993526547864,KOIThe(银辉大厦店),水坑尾街125-127号银辉大厦,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFJ043Q8,餐饮服务,餐饮相关场所,餐饮相关,
113.54320698366965,22.19290366193633,真点心(南湾店),南湾大马路807号才能商业中心地下A座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFIV5JXX,餐饮服务,餐饮相关场所,餐饮相关,
113.54339544224834,22.193335211684943,越朝面馆(祐好大厦店),美丽街29-E号祐好大厦地下B2座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0IGGCYFS2,餐饮服务,中餐厅,中餐厅,
113.54327310238996,22.193721093060194,台北小泉居(ESKIMO店),水坑尾街93、97,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;台湾菜,050122,B073D0M2V4,餐饮服务,中餐厅,台湾菜,
113.5444759458035,22.197395898935763,ALBERGUE 1601婆仔屋葡国餐厅,疯堂斜巷8号,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFF32WD5,餐饮服务,外国餐厅,外国餐厅,
113.54711235936692,22.199648990675787,伙牛越南料理,望德堂区美的路主教街13C号嘉伦大厦A,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFI9Z1NJ,餐饮服务,外国餐厅,外国餐厅,
113.54403589062602,22.196382631435814,棠记美食(镜湖马路分店),圣美基街13号,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;糕饼店;糕饼店,050800,B073D00FQO,餐饮服务,糕饼店,糕饼店,
113.54723764834597,22.199902325195865,TOFF(芦苑店),厚望街Macau厚望街72号芦苑地下D,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFHXCQWG,餐饮服务,咖啡厅,咖啡厅,
113.54289812650055,22.193815337214748,新荣记豆腐咖啡美食(天神巷店),水坑尾天神巷华达大厦地下17号A,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D0M2VA,餐饮服务,中餐厅,中餐厅,
113.54277378624337,22.19409117280668,Ufufu Cafe,天神巷16号天福大厦A座(大三巴),澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;快餐厅,050300,B0FFH1H748,餐饮服务,快餐厅,快餐厅,
113.54266674627164,22.190340601482045,港澳德兴火锅海鲜酒家,南湾殷皇子大马路23号群发花园1楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;火锅店,050117,B073D0M3CE,餐饮服务,中餐厅,火锅店,
113.5464216783746,22.199468564012655,ANCO Dessert(塔石广场店),沙嘉都喇贾罢丽街15B号地铺,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFI7JIVW,餐饮服务,餐饮相关场所,餐饮相关,
113.5425552245722,22.193981670346922,泽贤记蛋球仔专门店(天神巷店),澳门天神巷31号B陈卿楼地下C座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0I139ZESX,餐饮服务,餐饮相关场所,餐饮相关,
113.54249413494308,22.192886148951043,阿维斯咖啡(南湾店),南湾大马路737-741号南湾大厦地下A3-A4铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFI914QM,餐饮服务,咖啡厅,咖啡厅,
113.54269853466468,22.19497232756063,金玉满堂(白马行店),白马行柯传善堂围12号金铨大厦地下,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;茶餐厅,050305,B0FFGY3PK0,餐饮服务,快餐厅,茶餐厅,
113.54286296773911,22.194878642151522,九鱼舫,伯多禄局长街白马行37号3楼,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFIJQGJP,餐饮服务,餐饮相关场所,餐饮相关,
113.54243705787627,22.19175562235132,小熊猫,新马路大堂斜巷14-16号地下A铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;快餐厅,050300,B073D00IC1,餐饮服务,快餐厅,快餐厅,
113.54289899641915,22.195898080900214,山海堂,信富花园第2座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0FFGD75VR,餐饮服务,餐饮相关场所,餐饮相关,
113.54237990746853,22.191774507457104,ELYSEE(金来大厦店),马统领街1号金来大厦地下O座(新葡京),澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B0FFJA895U,餐饮服务,糕饼店,糕饼店,
113.5492563772003,22.201526768664188,今生VIDA,"地下C座,尚寓,Avdo Conselheiro Ferreira de Almeida,澳门",澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;日本料理,050202,B0I1N7B9B2,餐饮服务,外国餐厅,日本料理,
113.54297420482207,22.1956861643331,eggggy,大炮台斜巷,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B0K1O5Y68Y,餐饮服务,糕饼店,糕饼店,
113.54954203635197,22.2017123693686,M2 Kitchen(海涛商场店),"荷兰园大马路88B-90C号海涛商场3楼G,H,I号铺",澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFHD2AH3,餐饮服务,外国餐厅,外国餐厅,
113.5468807483967,22.200364787191745,轩记面食店,罗利老马路3-GB,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00E9Q,餐饮服务,中餐厅,中餐厅,
113.54247700043902,22.194299617550126,大家乐(信达城店),天神巷与伯多禄局长街交叉口东南40米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;快餐厅,050300,B0G2AOBH7P,餐饮服务,快餐厅,快餐厅,
113.54236673142931,22.1940032771038,潘威记(新马路店),天神巷41号(近圣约瑟中学),澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B0FFF63W9D,餐饮服务,糕饼店,糕饼店,
113.5424148418683,22.194242464909752,星巴克(信达城店),半岛白马行4号信达城G层,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFHN2L3A,餐饮服务,咖啡厅,咖啡厅,
113.54201995721176,22.191897782780206,玛嘉烈蛋挞,马统领街66号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B0FFH2Q4Q0,餐饮服务,糕饼店,糕饼店,
113.54251100239638,22.195664175728904,蕃茄屋美食(雅豪大厦店),连安后巷6号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;葡国菜,050213,B073D00J8W,餐饮服务,外国餐厅,葡国菜,
113.54202397940054,22.191714725704283,澳门鱼翅捞饭专门店(金来大厦店),约翰四世大马路44号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFHKOAJI,餐饮服务,中餐厅,中餐厅,
113.54239577957726,22.194439494593812,肯德基(信达城店),伯多禄局长街与天神巷交叉口东南20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;快餐厅;快餐厅,050300,B0FFK3II9B,餐饮服务,快餐厅,快餐厅,
113.54592141699104,22.199850700262697,发达越南小食,沙嘉都喇街40号地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;泰国/越南菜品餐厅,050206,B073D00F61,餐饮服务,外国餐厅,泰国/越南菜品餐厅,
113.54667823467766,22.200641484760492,新鸿发咖啡美食(富明楼店),花王堂区贾伯乐提督街55号a,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00E9L,餐饮服务,中餐厅,中餐厅,
113.54551441626225,22.199650811091196,Fika Life Coffee(百福大厦店),嘉野度将军街24号百福大厦,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFKU6QKY,餐饮服务,咖啡厅,咖啡厅,
113.54194678198165,22.19163153036334,生利咖啡面食(金来大厦店),望厦马统领围72号金来大厦地下17号铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D0MM47,餐饮服务,中餐厅,中餐厅,
113.54990987705459,22.2020041567434,Lavish Pizza 峰盛比萨(雅廉访店),雅廉访大马路29号景光大厦地下,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFHQPT82,餐饮服务,外国餐厅,外国餐厅,
113.54245181382399,22.196202241008805,金城二食店,哪吒庙斜巷18-A,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFK9L4Q6,餐饮服务,中餐厅,中餐厅,
113.54225540321093,22.194588248364035,皇冠小馆(白马行分店),新马路伯多禄局长街3至13号银座广场一楼J号铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0IDSORQFY,餐饮服务,餐饮相关场所,餐饮相关,
113.54587226839138,22.200268748668705,均安隆美食,"号A地下,均安隆美食,Edificio Hung Hei,94贾伯乐提督街澳门",澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFK6KNMP,餐饮服务,中餐厅,中餐厅,
113.54220228421909,22.1942730225477,好记牛杂,伯多禄局长街与哪咤庙斜巷交叉口东南20米,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0G21D717Q,餐饮服务,中餐厅,中餐厅,
113.54963122134694,22.202087667305133,联记面家(荷兰花园店),荷兰花园正街115A-115B,澳门特别行政区,澳门特别行政区,望德堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00E5Y,餐饮服务,中餐厅,中餐厅,
113.54157477282365,22.192093895993015,陈光记饭店,罗保博士街19-39号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00GR1,餐饮服务,中餐厅,中餐厅,
113.54176224267901,22.192479438068823,翠园酒家(万胜大厦店),罗保博士街35-39号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00AY0,餐饮服务,中餐厅,中餐厅,
113.54736688189966,22.201170022835004,山羊烘焙Goat bakers,永联台52号永联大厦地下C,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;糕饼店;糕饼店,050800,B0I11G3YPF,餐饮服务,糕饼店,糕饼店,
113.54736688189966,22.201170022835004,山羊烘焙Goat bakers,永联台52号永联大厦地下C,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;糕饼店;糕饼店,050800,B0I11G3YPF,餐饮服务,糕饼店,糕饼店,
113.54173420302368,22.19194118476712,好彩海鲜美食,罗保博士街22号金来大厦第四座地下M座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0JRF1VYIE,餐饮服务,餐饮相关场所,餐饮相关,
113.54168611239574,22.191372877210938,百福面家,半岛殷皇子大马路41号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00F00,餐饮服务,中餐厅,中餐厅,
113.54704309595851,22.20113737757568,鮨味亭日本创作料理,新桥(三盏灯/白鸽巢)贾伯乐提督街64号宝诚大厦地铺,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;外国餐厅;日本料理,050202,B073D00F3Y,餐饮服务,外国餐厅,日本料理,
113.54162890921586,22.1921960493752,花溪牛肉粉(澳门南湾店),罗保博士街21号地铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D0M6KB,餐饮服务,中餐厅,中餐厅,
113.54142131244583,22.192955873282898,美心西饼(时代商业中心店),南湾大马路623号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;糕饼店;糕饼店,050800,B073D0M2W2,餐饮服务,糕饼店,糕饼店,
113.5451253962567,22.20036827509701,卓仁菜馆,沙嘉都喇贾罢丽街43号金轮大厦(第一座)地下,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFKTYVR6,餐饮服务,中餐厅,中餐厅,
113.54117357674629,22.194201781621672,KIKA熙佳日式手工雪糕(大堂巷店),新马路大堂巷11号地下A铺,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;外国餐厅;外国餐厅,050200,B0FFH0CRS0,餐饮服务,外国餐厅,外国餐厅,
113.54083173179218,22.193187675183744,大堂街炸鸡,大堂街14-A,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B073D00IX8,餐饮服务,餐饮相关场所,餐饮相关,
113.54114555118086,22.193433446383125,赛百味(大堂店),大堂街28号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;餐饮相关场所;餐饮相关,050000,B0JK6K3NBJ,餐饮服务,餐饮相关场所,餐饮相关,
113.54123504431705,22.189411195855886,小胜轩日式拉面(南湾壹号店),澳门商业大马路251-292号,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;中餐厅;中餐厅,050100,B0FFHBHAGF,餐饮服务,中餐厅,中餐厅,
113.54589827663148,22.201156112278994,猫哥小店,美的路主教街42号,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B0FFJ7W6SH,餐饮服务,咖啡厅,咖啡厅,
113.54594338428052,22.2012242265762,宝记面食店,罗利老马路15-b号附近,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;中餐厅;中餐厅,050100,B073D00DZE,餐饮服务,中餐厅,中餐厅,
113.54107933714019,22.19403351681519,老民记澳门特色瓦煲咖啡奶茶,大堂巷16-A号泰年大厦地下B座,澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;冷饮店;冷饮店,050700,B0JAS587XV,餐饮服务,冷饮店,冷饮店,
113.54105927242838,22.194212537061084,佳茗爆打柠檬茶,澳门大堂巷12-B(卢家大屋对面),澳门特别行政区,澳门特别行政区,大堂区,,餐饮服务;冷饮店;冷饮店,050700,B0JD5GZ1E4,餐饮服务,冷饮店,冷饮店,
113.54604459667439,22.201831641933293,马庆康南天咖啡室,半岛俾利喇街63号A65号B,澳门特别行政区,澳门特别行政区,花王堂区,,餐饮服务;咖啡厅;咖啡厅,050500,B073D00DNT,餐饮服务,咖啡厅,咖啡厅,
